cod.,Country,Code,Year,Cellular Subscription C/100,Internet Users(%),No. of Internet Users,Broadband Subscription
7014,Senegal,SEN,2001,"3,01","98,3794%",97.770,"0,0000"
7015,Senegal,SEN,2002,"5,38","100,6455%",102.467,"0,0117"
7016,Senegal,SEN,2003,"7,42","210,1436%",219.274,"0,0226"
7017,Senegal,SEN,2004,"10,37","438,6024%",469.248,"0,0709"
7018,Senegal,SEN,2005,"15,60","478,6684%",525.294,"0,1626"
7019,Senegal,SEN,2006,"26,20","561,1739%",632.072,"0,2541"
7020,Senegal,SEN,2007,"31,07","689,0000%",796.751,"0,3263"
7021,Senegal,SEN,2008,"44,89","712,0000%",845.353,"0,3945"
7022,Senegal,SEN,2009,"55,95","750,0000%",914.627,"0,4760"
7023,Senegal,SEN,2010,"65,81","800,0000%",1.002.410,"0,6203"
7024,Senegal,SEN,2011,"71,76","980,0000%",1.261.836,"0,7113"
7025,Senegal,SEN,2012,"85,59","1080,0000%",1.429.039,"0,7130"
7026,Senegal,SEN,2013,"95,29","1310,0000%",1.781.020,"0,7744"
7027,Senegal,SEN,2014,"101,45","1770,0001%",2.472.746,"0,7292"
7028,Senegal,SEN,2015,"102,61","2170,0001%",3.115.294,"0,6901"
7029,Senegal,SEN,2016,"101,29","2566,4768%",3.785.901,"0,6560"
7030,Senegal,SEN,2017,"102,20","2964,3124%",4.493.243,"0,7250"
7031,Senegal,SEN,2018,"104,45","3529,9999%",5.497.943,"0,8188"
7032,Senegal,SEN,2019,"109,72","3950,0000%",6.320.309,"0,9330"
7033,Senegal,SEN,2020,"113,95","4259,9998%",7.001.787,"0,9186"
7034,Serbia,SRB,2004,"51,17","2350,0000%",1.847.899,"0,0000"
7035,Serbia,SRB,2005,"73,72","2629,9999%",2.059.538,"0,4480"
7036,Serbia,SRB,2006,"89,38","2720,0001%",2.120.183,"1,6376"
7037,Serbia,SRB,2007,"114,30","3315,0002%",2.571.837,"4,4045"
7038,Serbia,SRB,2008,"130,69","3559,9998%",2.749.317,"6,2119"
7039,Serbia,SRB,2009,"135,32","3809,9998%",2.929.142,"8,0627"
7040,Serbia,SRB,2010,"136,02","4090,0002%",3.130.383,"11,7957"
7041,Serbia,SRB,2011,"141,04","4220,0001%",3.216.030,"13,4423"
7042,Serbia,SRB,2012,"127,20","4809,9998%",3.651.443,"14,8105"
7043,Serbia,SRB,2013,"128,67","5345,0363%",4.044.415,"16,4164"
7044,Serbia,SRB,2014,"131,35","6207,5081%",4.682.922,"16,7418"
7045,Serbia,SRB,2015,"129,38","6531,7024%",4.911.514,"18,6569"
7046,Serbia,SRB,2016,"129,18","6705,6839%",5.024.762,"20,6094"
7047,Serbia,SRB,2017,"123,14","7033,0833%",5.250.114,"21,1493"
7048,Serbia,SRB,2018,"121,07","7336,0710%",5.453.507,"22,2891"
7049,Serbia,SRB,2019,"122,05","7741,6771%",5.729.659,"23,4425"
7050,Serbia,SRB,2020,"120,22","7836,8042%",5.766.328,"25,1835"
7051,Seychelles,SYC,1980,"0,00","0,0000%",0,"0,0000"
7052,Seychelles,SYC,1981,"0,00","0,0000%",0,"0,0000"
7053,Seychelles,SYC,1982,"0,00","0,0000%",0,"0,0000"
7054,Seychelles,SYC,1983,"0,00","0,0000%",0,"0,0000"
7055,Seychelles,SYC,1984,"0,00","0,0000%",0,"0,0000"
7056,Seychelles,SYC,1985,"0,00","0,0000%",0,"0,0000"
7057,Seychelles,SYC,1986,"0,00","0,0000%",0,"0,0000"
7058,Seychelles,SYC,1987,"0,00","0,0000%",0,"0,0000"
7059,Seychelles,SYC,1988,"0,00","0,0000%",0,"0,0000"
7060,Seychelles,SYC,1989,"0,00","0,0000%",0,"0,0000"
7061,Seychelles,SYC,1990,"0,00","0,0000%",0,"0,0000"
7062,Seychelles,SYC,1991,"0,00","0,0000%",0,"0,0000"
7063,Seychelles,SYC,1992,"0,00","0,0000%",0,"0,0000"
7064,Seychelles,SYC,1993,"0,00","0,0000%",0,"0,0000"
7065,Seychelles,SYC,1994,"0,00","0,0000%",0,"0,0000"
7066,Seychelles,SYC,1995,"0,07","0,0000%",0,"0,0000"
7067,Seychelles,SYC,1996,"1,34","65,1474%",492,"0,0000"
7068,Seychelles,SYC,1997,"2,87","128,2956%",982,"0,0000"
7069,Seychelles,SYC,1998,"6,56","252,6177%",1.962,"0,0000"
7070,Seychelles,SYC,1999,"20,42","622,9055%",4.911,"0,0000"
7071,Seychelles,SYC,2000,"32,05","739,5629%",5.922,"0,0000"
7072,Seychelles,SYC,2001,"44,51","1101,5103%",8.953,"0,0000"
7073,Seychelles,SYC,2002,"53,20","1430,4171%",11.794,"0,0000"
7074,Seychelles,SYC,2003,"57,37","1459,2505%",12.201,"0,0000"
7075,Seychelles,SYC,2004,"62,21","2427,2139%",20.567,"0,3993"
7076,Seychelles,SYC,2005,"66,34","2541,3269%",21.832,"1,0694"
7077,Seychelles,SYC,2006,"78,57","3495,1973%",30.447,"2,7646"
7078,Seychelles,SYC,2007,"85,78","3838,0001%",33.905,"3,8773"
7079,Seychelles,SYC,2008,"103,35","4043,9999%",36.259,"3,7778"
7080,Seychelles,SYC,2009,"121,88","0,0000%",0,"5,0153"
7081,Seychelles,SYC,2010,"128,84","4100,0000%",37.894,"7,4432"
7082,Seychelles,SYC,2011,"137,78","4316,4005%",40.506,"10,2435"
7083,Seychelles,SYC,2012,"147,38","4707,6000%",44.872,"11,4219"
7084,Seychelles,SYC,2013,"146,46","5040,0002%",48.752,"13,2887"
7085,Seychelles,SYC,2014,"160,63","5125,4704%",50.238,"12,5532"
7086,Seychelles,SYC,2015,"156,08","5425,9617%",53.858,"14,1296"
7087,Seychelles,SYC,2016,"158,66","5651,4709%",56.809,"14,6641"
7088,Seychelles,SYC,2017,"173,50","5876,9810%",59.844,"15,7865"
7089,Seychelles,SYC,2018,"184,30","7009,9998%",72.287,"20,2779"
7090,Seychelles,SYC,2019,"198,15","7500,0000%",78.290,"27,5980"
7091,Seychelles,SYC,2020,"186,58","7900,0000%",83.381,"35,5537"
7092,Sierra Leone,SLE,1980,"0,00","0,0000%",0,"0,0000"
7093,Sierra Leone,SLE,1981,"0,00","0,0000%",0,"0,0000"
7094,Sierra Leone,SLE,1982,"0,00","0,0000%",0,"0,0000"
7095,Sierra Leone,SLE,1983,"0,00","0,0000%",0,"0,0000"
7096,Sierra Leone,SLE,1984,"0,00","0,0000%",0,"0,0000"
7097,Sierra Leone,SLE,1985,"0,00","0,0000%",0,"0,0000"
7098,Sierra Leone,SLE,1986,"0,00","0,0000%",0,"0,0000"
7099,Sierra Leone,SLE,1987,"0,00","0,0000%",0,"0,0000"
7100,Sierra Leone,SLE,1988,"0,00","0,0000%",0,"0,0000"
7101,Sierra Leone,SLE,1989,"0,00","0,0000%",0,"0,0000"
7102,Sierra Leone,SLE,1990,"0,00","0,0000%",0,"0,0000"
7103,Sierra Leone,SLE,1991,"0,00","0,0000%",0,"0,0000"
7104,Sierra Leone,SLE,1992,"0,00","0,0000%",0,"0,0000"
7105,Sierra Leone,SLE,1993,"0,00","0,0000%",0,"0,0000"
7106,Sierra Leone,SLE,1994,"0,00","0,0000%",0,"0,0000"
7107,Sierra Leone,SLE,1995,"0,00","0,0000%",0,"0,0000"
7108,Sierra Leone,SLE,1996,"0,00","0,2506%",109,"0,0000"
7109,Sierra Leone,SLE,1997,"0,00","0,4988%",220,"0,0000"
7110,Sierra Leone,SLE,1998,"0,00","1,4805%",659,"0,0000"
7111,Sierra Leone,SLE,1999,"0,00","4,8491%",2.170,"0,0000"
7112,Sierra Leone,SLE,2000,"0,26","11,8254%",5.421,"0,0000"
7113,Sierra Leone,SLE,2001,"0,57","16,0264%",7.784,"0,0000"
7114,Sierra Leone,SLE,2002,"1,35","17,6199%",9.057,"0,0000"
7115,Sierra Leone,SLE,2003,"2,18","19,0173%",10.176,"0,0000"
7116,Sierra Leone,SLE,2007,"12,96","23,9835%",14.244,"0,0000"
7117,Sierra Leone,SLE,2008,"16,45","25,0000%",15.227,"0,0000"
7118,Sierra Leone,SLE,2009,"18,49","26,0000%",16.276,"0,0000"
7119,Sierra Leone,SLE,2010,"31,17","58,0000%",37.333,"0,0000"
7120,Sierra Leone,SLE,2011,"32,56","90,0000%",59.512,"0,0000"
7121,Sierra Leone,SLE,2012,"32,92","250,0000%",169.715,"0,0000"
7122,Sierra Leone,SLE,2013,"58,28","400,0000%",278.595,"0,0000"
7123,Sierra Leone,SLE,2014,"67,79","605,7299%",432.534,"0,0000"
7124,Sierra Leone,SLE,2015,"78,88","634,4421%",464.080,"0,0000"
7125,Sierra Leone,SLE,2016,"85,68","1177,3185%",882.273,"0,0000"
7126,Sierra Leone,SLE,2017,"88,47","1323,6931%",1.016.275,"0,0000"
7127,Sierra Leone,SLE,2018,"83,07","1580,0000%",1.242.083,"0,0000"
7128,Sierra Leone,SLE,2019,"86,13","1679,9999%",1.351.867,"0,0000"
7129,Sierra Leone,SLE,2020,"86,30","1800,0000%",1.482.115,"0,0000"
7130,Singapore,SGP,1980,"0,00","0,0000%",0,"0,0000"
7131,Singapore,SGP,1981,"0,00","0,0000%",0,"0,0000"
7132,Singapore,SGP,1982,"0,00","0,0000%",0,"0,0000"
7133,Singapore,SGP,1983,"0,00","0,0000%",0,"0,0000"
7134,Singapore,SGP,1988,"0,38","0,0000%",0,"0,0000"
7135,Singapore,SGP,1989,"0,90","0,0000%",0,"0,0000"
7136,Singapore,SGP,1990,"1,72","0,0000%",0,"0,0000"
7137,Singapore,SGP,1991,"2,64","16,1504%",5.040,"0,0000"
7138,Singapore,SGP,1992,"3,75","47,1368%",15.217,"0,0000"
7139,Singapore,SGP,1993,"5,41","76,3278%",25.449,"0,0000"
7140,Singapore,SGP,1994,"6,90","118,5204%",40.755,"0,0000"
7141,Singapore,SGP,1995,"8,68","287,3419%",101.830,"0,0000"
7142,Singapore,SGP,1996,"11,85","834,9959%",304.933,"0,0000"
7143,Singapore,SGP,1997,"22,62","1347,1621%",506.620,"0,0000"
7144,Singapore,SGP,1998,"28,35","1959,0767%",757.437,"0,2590"
7145,Singapore,SGP,1999,"41,24","2415,5437%",958.122,"0,7586"
7146,Singapore,SGP,2000,"68,19","3600,0000%",1.459.297,"1,7126"
7147,Singapore,SGP,2001,"73,37","4167,0425%",1.717.380,"3,7036"
7148,Singapore,SGP,2002,"80,72","4700,0000%",1.963.096,"6,5783"
7149,Singapore,SGP,2003,"86,63","5383,7944%",2.275.416,"10,1012"
7150,Singapore,SGP,2004,"95,53","6200,0000%",2.647.652,"13,0518"
7151,Singapore,SGP,2005,"102,79","6100,0000%",2.650.233,"15,3832"
7152,Singapore,SGP,2006,"108,77","5900,0000%",2.647.083,"17,8973"
7153,Singapore,SGP,2007,"129,39","6990,0002%",3.259.620,"20,2244"
7154,Singapore,SGP,2008,"134,32","6900,0000%",3.338.499,"22,4297"
7155,Singapore,SGP,2009,"138,62","6900,0000%",3.457.388,"24,8358"
7156,Singapore,SGP,2010,"143,92","7100,0000%",3.666.145,"26,0837"
7157,Singapore,SGP,2011,"148,08","7100,0000%",3.749.759,"26,7534"
7158,Singapore,SGP,2012,"150,25","7200,0000%",3.874.322,"26,6842"
7159,Singapore,SGP,2013,"154,72","8090,2054%",4.431.865,"27,3831"
7160,Singapore,SGP,2014,"146,66","8209,9998%",4.573.385,"26,6757"
7161,Singapore,SGP,2015,"147,23","8319,9997%",4.700.816,"26,5765"
7162,Singapore,SGP,2016,"149,65","8445,2271%",4.823.860,"28,1571"
7163,Singapore,SGP,2017,"146,84","8445,2271%",4.868.242,"25,8530"
7164,Singapore,SGP,2018,"148,82","8816,5634%",5.126.429,"25,9418"
7165,Singapore,SGP,2019,"155,65","8894,9249%",5.218.126,"25,9117"
7166,Singapore,SGP,2020,"144,35","9200,4349%",5.437.341,"25,8053"
7167,Sint Maarten (Dutch part),SXM,2012,"195,94","0,0000%",0,"0,0000"
7168,Slovakia,SVK,1980,"0,00","0,0000%",0,"0,0000"
7169,Slovakia,SVK,1981,"0,00","0,0000%",0,"0,0000"
7170,Slovakia,SVK,1982,"0,00","0,0000%",0,"0,0000"
7171,Slovakia,SVK,1983,"0,00","0,0000%",0,"0,0000"
7172,Slovakia,SVK,1984,"0,00","0,0000%",0,"0,0000"
7173,Slovakia,SVK,1985,"0,00","0,0000%",0,"0,0000"
7174,Slovakia,SVK,1986,"0,00","0,0000%",0,"0,0000"
7175,Slovakia,SVK,1987,"0,00","0,0000%",0,"0,0000"
7176,Slovakia,SVK,1988,"0,00","0,0000%",0,"0,0000"
7177,Slovakia,SVK,1989,"0,00","0,0000%",0,"0,0000"
7178,Slovakia,SVK,1990,"0,00","0,0000%",0,"0,0000"
7179,Slovakia,SVK,1991,"0,00","0,0000%",0,"0,0000"
7180,Slovakia,SVK,1992,"0,03","0,0000%",0,"0,0000"
7181,Slovakia,SVK,1993,"0,06","12,7829%",6.803,"0,0000"
7182,Slovakia,SVK,1994,"0,11","31,8510%",17.005,"0,0000"
7183,Slovakia,SVK,1995,"0,23","52,3210%",27.992,"0,0000"
7184,Slovakia,SVK,1996,"0,53","78,3290%",41.971,"0,0000"
7185,Slovakia,SVK,1997,"3,71","117,3381%",62.962,"0,0000"
7186,Slovakia,SVK,1998,"8,63","268,9810%",144.472,"0,0000"
7187,Slovakia,SVK,1999,"12,30","543,7758%",292.259,"0,0000"
7188,Slovakia,SVK,2000,"23,04","942,6804%",506.851,"0,0000"
7189,Slovakia,SVK,2001,"39,77","1252,8322%",673.580,"0,0000"
7190,Slovakia,SVK,2002,"54,14","4013,9999%",2.157.608,"0,0756"
7191,Slovakia,SVK,2003,"68,13","4304,0001%",2.313.134,"0,4160"
7192,Slovakia,SVK,2004,"79,18","5288,9999%",2.842.802,"1,4588"
7193,Slovakia,SVK,2005,"84,10","5518,9999%",2.967.153,"3,3625"
7194,Slovakia,SVK,2006,"90,64","5608,0002%",3.015.556,"5,6424"
7195,Slovakia,SVK,2007,"112,40","6179,9999%",3.323.839,"10,1259"
7196,Slovakia,SVK,2008,"102,23","6605,0003%",3.554.574,"11,1992"
7197,Slovakia,SVK,2009,"101,79","7000,0000%",3.772.254,"14,3498"
7198,Slovakia,SVK,2010,"109,64","7570,9999%",4.085.636,"16,2270"
7199,Slovakia,SVK,2011,"110,61","7443,9995%",4.021.759,"17,6208"
7200,Slovakia,SVK,2012,"112,55","7670,9991%",4.149.461,"19,3077"
7201,Slovakia,SVK,2013,"114,51","7788,2599%",4.217.143,"20,4559"
7202,Slovakia,SVK,2014,"117,49","7998,0003%",4.334.574,"21,9425"
7203,Slovakia,SVK,2015,"122,81","7763,4682%",4.211.254,"23,4346"
7204,Slovakia,SVK,2016,"128,44","8047,5861%",4.370.809,"24,5597"
7205,Slovakia,SVK,2017,"130,65","8162,5664%",4.439.961,"25,8012"
7206,Slovakia,SVK,2018,"132,80","8044,8921%",4.381.848,"27,6457"
7207,Slovakia,SVK,2019,"135,60","8285,3661%",4.518.782,"29,1470"
7208,Slovakia,SVK,2020,"133,52","8992,0906%",4.906.697,"31,1662"
7209,Slovenia,SVN,1980,"0,00","0,0000%",0,"0,0000"
7210,Slovenia,SVN,1981,"0,00","0,0000%",0,"0,0000"
7211,Slovenia,SVN,1982,"0,00","0,0000%",0,"0,0000"
7212,Slovenia,SVN,1983,"0,00","0,0000%",0,"0,0000"
7213,Slovenia,SVN,1984,"0,00","0,0000%",0,"0,0000"
7214,Slovenia,SVN,1985,"0,00","0,0000%",0,"0,0000"
7215,Slovenia,SVN,1986,"0,00","0,0000%",0,"0,0000"
7216,Slovenia,SVN,1987,"0,00","0,0000%",0,"0,0000"
7217,Slovenia,SVN,1988,"0,00","0,0000%",0,"0,0000"
7218,Slovenia,SVN,1989,"0,00","0,0000%",0,"0,0000"
7219,Slovenia,SVN,1990,"0,00","0,0000%",0,"0,0000"
7220,Slovenia,SVN,1991,"0,03","0,0000%",0,"0,0000"
7221,Slovenia,SVN,1992,"0,17","0,0000%",0,"0,0000"
7222,Slovenia,SVN,1993,"0,32","40,9792%",8.162,"0,0000"
7223,Slovenia,SVN,1994,"0,82","107,1570%",21.340,"0,0000"
7224,Slovenia,SVN,1995,"1,37","289,8986%",57.722,"0,0000"
7225,Slovenia,SVN,1996,"2,07","507,2272%",100.972,"0,0000"
7226,Slovenia,SVN,1997,"4,71","759,1923%",151.066,"0,0000"
7227,Slovenia,SVN,1998,"8,13","1010,4603%",200.909,"0,0000"
7228,Slovenia,SVN,1999,"31,77","1261,0938%",250.486,"0,0000"
7229,Slovenia,SVN,2000,"61,16","1511,0260%",299.839,"0,0000"
7230,Slovenia,SVN,2001,"73,97","3017,5911%",598.234,"0,2767"
7231,Slovenia,SVN,2002,"83,90","2783,8886%",552.259,"2,8549"
7232,Slovenia,SVN,2003,"87,49","3185,4794%",633.723,"2,9173"
7233,Slovenia,SVN,2004,"92,89","4081,0001%",814.866,"5,7817"
7234,Slovenia,SVN,2005,"88,18","4681,0001%",938.438,"9,8573"
7235,Slovenia,SVN,2006,"90,87","5400,9998%",1.087.533,"13,9737"
7236,Slovenia,SVN,2007,"95,84","5674,0002%",1.147.981,"17,1301"
7237,Slovenia,SVN,2008,"101,57","5800,0000%",1.179.741,"21,0224"
7238,Slovenia,SVN,2009,"103,28","6400,0000%",1.309.170,"22,0783"
7239,Slovenia,SVN,2010,"103,85","7000,0000%",1.440.106,"23,0274"
7240,Slovenia,SVN,2011,"105,72","6733,9996%",1.390.879,"24,1006"
7241,Slovenia,SVN,2012,"108,91","6834,9976%",1.414.410,"24,7512"
7242,Slovenia,SVN,2013,"110,69","7267,5598%",1.506.110,"25,4286"
7243,Slovenia,SVN,2014,"112,52","7158,9996%",1.485.437,"26,8836"
7244,Slovenia,SVN,2015,"113,65","7309,8663%",1.521.085,"27,4733"
7245,Slovenia,SVN,2016,"115,02","7549,8505%",1.577.934,"28,4120"
7246,Slovenia,SVN,2017,"117,66","7888,5429%",1.655.329,"28,9839"
7247,Slovenia,SVN,2018,"118,67","7974,9977%",1.679.479,"29,4896"
7248,Slovenia,SVN,2019,"120,85","8310,8360%",1.756.001,"30,2089"
7249,Slovenia,SVN,2020,"122,70","8660,1303%",1.833.911,"31,3431"
7250,Solomon Islands,SLB,1980,"0,00","0,0000%",0,"0,0000"
7251,Solomon Islands,SLB,1981,"0,00","0,0000%",0,"0,0000"
7252,Solomon Islands,SLB,1982,"0,00","0,0000%",0,"0,0000"
7253,Solomon Islands,SLB,1983,"0,00","0,0000%",0,"0,0000"
7254,Solomon Islands,SLB,1984,"0,00","0,0000%",0,"0,0000"
7255,Solomon Islands,SLB,1985,"0,00","0,0000%",0,"0,0000"
7256,Solomon Islands,SLB,1986,"0,00","0,0000%",0,"0,0000"
7257,Solomon Islands,SLB,1987,"0,00","0,0000%",0,"0,0000"
7258,Solomon Islands,SLB,1988,"0,00","0,0000%",0,"0,0000"
7259,Solomon Islands,SLB,1989,"0,00","0,0000%",0,"0,0000"
7260,Solomon Islands,SLB,1990,"0,00","0,0000%",0,"0,0000"
7261,Solomon Islands,SLB,1991,"0,00","0,0000%",0,"0,0000"
7262,Solomon Islands,SLB,1992,"0,00","0,0000%",0,"0,0000"
7263,Solomon Islands,SLB,1993,"0,00","0,0000%",0,"0,0000"
7264,Solomon Islands,SLB,1994,"0,04","0,0000%",0,"0,0000"
7265,Solomon Islands,SLB,1995,"0,06","2,4872%",93,"0,0000"
7266,Solomon Islands,SLB,1996,"0,09","26,8684%",1.037,"0,0000"
7267,Solomon Islands,SLB,1997,"0,17","39,1923%",1.556,"0,0000"
7268,Solomon Islands,SLB,1998,"0,18","50,8293%",2.075,"0,0000"
7269,Solomon Islands,SLB,1999,"0,27","49,4541%",2.073,"0,0000"
7270,Solomon Islands,SLB,2000,"0,28","48,1297%",2.070,"0,0000"
7271,Solomon Islands,SLB,2001,"0,23","46,8552%",2.064,"0,0000"
7272,Solomon Islands,SLB,2002,"0,23","50,1920%",2.263,"0,0000"
7273,Solomon Islands,SLB,2003,"0,24","55,5610%",2.563,"0,0000"
7274,Solomon Islands,SLB,2004,"0,65","64,9673%",3.065,"0,0436"
7275,Solomon Islands,SLB,2005,"1,28","84,4308%",4.074,"0,0958"
7276,Solomon Islands,SLB,2006,"1,46","164,6348%",8.124,"0,1351"
7277,Solomon Islands,SLB,2007,"2,21","200,0000%",10.092,"0,2032"
7278,Solomon Islands,SLB,2008,"5,96","300,0000%",15.480,"0,2980"
7279,Solomon Islands,SLB,2009,"9,71","400,0000%",21.114,"0,3882"
7280,Solomon Islands,SLB,2010,"21,88","500,0000%",27.020,"0,4778"
7281,Solomon Islands,SLB,2011,"50,76","600,0000%",33.224,"0,4487"
7282,Solomon Islands,SLB,2012,"54,34","699,7400%",39.729,"0,3834"
7283,Solomon Islands,SLB,2013,"56,55","800,0000%",46.590,"0,3298"
7284,Solomon Islands,SLB,2014,"64,16","900,0000%",53.765,"0,2274"
7285,Solomon Islands,SLB,2015,"70,42","1000,0465%",61.270,"0,2354"
7286,Solomon Islands,SLB,2016,"67,25","1100,0902%",69.098,"0,2646"
7287,Solomon Islands,SLB,2017,"73,16","1192,4229%",76.749,"0,1833"
7288,Solomon Islands,SLB,2018,"73,83","0,0000%",0,"0,2279"
7289,Solomon Islands,SLB,2019,"71,38","0,0000%",0,"0,1560"
7290,Solomon Islands,SLB,2020,"69,01","0,0000%",0,"0,1456"
7291,Somalia,SOM,1980,"0,00","0,0000%",0,"0,0000"
7292,Somalia,SOM,1981,"0,00","0,0000%",0,"0,0000"
7293,Somalia,SOM,1982,"0,00","0,0000%",0,"0,0000"
7294,Somalia,SOM,1983,"0,00","0,0000%",0,"0,0000"
7295,Somalia,SOM,1984,"0,00","0,0000%",0,"0,0000"
7296,Somalia,SOM,1985,"0,00","0,0000%",0,"0,0000"
7297,Somalia,SOM,1986,"0,00","0,0000%",0,"0,0000"
7298,Somalia,SOM,1987,"0,00","0,0000%",0,"0,0000"
7299,Somalia,SOM,1988,"0,00","0,0000%",0,"0,0000"
7300,Somalia,SOM,1989,"0,00","0,0000%",0,"0,0000"
7301,Somalia,SOM,1990,"0,00","0,0000%",0,"0,0000"
7302,Somalia,SOM,1991,"0,00","0,0000%",0,"0,0000"
7303,Somalia,SOM,1992,"0,00","0,0000%",0,"0,0000"
7304,Somalia,SOM,1993,"0,00","0,0000%",0,"0,0000"
7305,Somalia,SOM,1994,"0,00","0,0000%",0,"0,0000"
7306,Somalia,SOM,1995,"0,00","0,0000%",0,"0,0000"
7307,Somalia,SOM,1996,"0,00","0,1510%",113,"0,0000"
7308,Somalia,SOM,1997,"0,00","0,2949%",228,"0,0000"
7309,Somalia,SOM,1998,"0,00","0,7164%",577,"0,0000"
7310,Somalia,SOM,1999,"0,00","1,3910%",1.166,"0,0000"
7311,Somalia,SOM,2000,"0,90","2,0000%",1.744,"0,0000"
7312,Somalia,SOM,2001,"0,93","7,9039%",7.169,"0,0000"
7313,Somalia,SOM,2002,"1,05","11,5614%",10.881,"0,0000"
7314,Somalia,SOM,2003,"2,04","37,6198%",36.710,"0,0000"
7315,Somalia,SOM,2004,"4,94","105,3455%",106.582,"0,0000"
7316,Somalia,SOM,2005,"4,79","107,7328%",112.767,"0,0000"
7317,Somalia,SOM,2006,"5,11","110,0216%",118.658,"0,0000"
7318,Somalia,SOM,2007,"5,42","112,2236%",124.771,"0,0000"
7319,Somalia,SOM,2008,"5,50","114,2687%",130.779,"0,0000"
7320,Somalia,SOM,2009,"5,47","116,0611%",136.140,"0,0000"
7321,Somalia,SOM,2010,"5,38","0,0000%",0,"0,0000"
7322,Somalia,SOM,2011,"14,54","125,0000%",152.711,"0,0000"
7323,Somalia,SOM,2012,"18,09","137,6700%",171.266,"0,3146"
7324,Somalia,SOM,2013,"39,67","150,0000%",192.787,"0,4593"
7325,Somalia,SOM,2014,"40,97","163,0000%",216.941,"0,5215"
7326,Somalia,SOM,2015,"42,30","176,0000%",242.245,"0,5943"
7327,Somalia,SOM,2016,"46,90","188,0000%",268.706,"0,6485"
7328,Somalia,SOM,2017,"48,80","200,4049%",297.886,"0,6717"
7329,Somalia,SOM,2018,"50,99","0,0000%",0,"0,0000"
7330,Somalia,SOM,2019,"53,27","0,0000%",0,"0,6346"
7331,Somalia,SOM,2020,"55,65","0,0000%",0,"0,7487"
7332,South Africa,ZAF,1980,"0,00","0,0000%",0,"0,0000"
7333,South Africa,ZAF,1981,"0,00","0,0000%",0,"0,0000"
7334,South Africa,ZAF,1982,"0,00","0,0000%",0,"0,0000"
7335,South Africa,ZAF,1983,"0,00","0,0000%",0,"0,0000"
7336,South Africa,ZAF,1984,"0,00","0,0000%",0,"0,0000"
7337,South Africa,ZAF,1985,"0,00","0,0000%",0,"0,0000"
7338,South Africa,ZAF,1986,"0,00","0,0000%",0,"0,0000"
7339,South Africa,ZAF,1987,"0,00","0,0000%",0,"0,0000"
7340,South Africa,ZAF,1988,"0,00","0,0000%",0,"0,0000"
7341,South Africa,ZAF,1989,"0,01","0,0000%",0,"0,0000"
7342,South Africa,ZAF,1990,"0,02","0,0000%",0,"0,0000"
7343,South Africa,ZAF,1991,"0,02","1,3284%",5.434,"0,0000"
7344,South Africa,ZAF,1992,"0,03","3,8869%",16.232,"0,0000"
7345,South Africa,ZAF,1993,"0,10","11,3747%",48.371,"0,0000"
7346,South Africa,ZAF,1994,"0,84","24,6906%",106.831,"0,0000"
7347,South Africa,ZAF,1995,"1,29","67,6740%",297.672,"0,0000"
7348,South Africa,ZAF,1996,"2,26","84,1883%",375.998,"0,0000"
7349,South Africa,ZAF,1997,"4,27","163,2094%",739.095,"0,0000"
7350,South Africa,ZAF,1998,"7,64","290,6221%",1.332.565,"0,0000"
7351,South Africa,ZAF,1999,"11,70","411,6250%",1.908.486,"0,0000"
7352,South Africa,ZAF,2000,"18,54","534,8560%",2.503.836,"0,0000"
7353,South Africa,ZAF,2001,"23,67","634,6619%",2.997.490,"0,0000"
7354,South Africa,ZAF,2002,"29,69","671,0322%",3.198.241,"0,0058"
7355,South Africa,ZAF,2003,"36,09","700,7692%",3.370.983,"0,0435"
7356,South Africa,ZAF,2004,"44,06","842,5118%",4.090.906,"0,1269"
7357,South Africa,ZAF,2005,"70,93","748,8543%",3.670.671,"0,3452"
7358,South Africa,ZAF,2006,"81,80","760,7140%",3.764.908,"0,6911"
7359,South Africa,ZAF,2007,"86,12","806,5375%",4.032.373,"0,7695"
7360,South Africa,ZAF,2008,"90,40","843,0000%",4.262.698,"0,8558"
7361,South Africa,ZAF,2009,"91,99","1000,0000%",5.117.078,"0,9529"
7362,South Africa,ZAF,2010,"98,35","2400,0000%",12.428.383,"1,4507"
7363,South Africa,ZAF,2011,"123,07","3397,0001%",17.814.996,"1,7441"
7364,South Africa,ZAF,2012,"129,45","4100,0000%",21.789.465,"2,0957"
7365,South Africa,ZAF,2013,"143,17","4650,0000%",25.051.228,"3,0086"
7366,South Africa,ZAF,2014,"145,35","4900,0000%",26.817.482,"3,1283"
7367,South Africa,ZAF,2015,"158,88","5191,9117%",29.010.587,"2,5446"
7368,South Africa,ZAF,2016,"146,62","5400,0000%",30.468.027,"2,0474"
7369,South Africa,ZAF,2017,"155,23","5616,7393%",31.813.890,"1,9702"
7370,South Africa,ZAF,2018,"159,93","6240,0002%",35.779.931,"1,9155"
7371,South Africa,ZAF,2019,"165,60","6819,9997%",39.615.373,"2,1352"
7372,South Africa,ZAF,2020,"161,80","7000,0000%",41.161.350,"2,1971"
7373,South Asia,Region,1980,"0,00","0,0000%",0,"0,0000"
7374,South Asia,Region,1981,"0,00","0,0000%",0,"0,0000"
7375,South Asia,Region,1982,"0,00","0,0000%",0,"0,0000"
7376,South Asia,Region,1983,"0,00","0,0000%",0,"0,0000"
